0.00329439 -1.15317
0.00672762 -1.1562
0.0102995 -1.15909
0.0140096 -1.16183
0.0178571 -1.16441
0.0218409 -1.16681
0.0259596 -1.16902
0.0302113 -1.17103
0.034594 -1.17282
0.0391051 -1.17438
0.0437417 -1.17571
0.0485005 -1.17678
0.0533779 -1.17759
0.0583697 -1.17811
0.0634715 -1.17834
0.0686782 -1.17826
0.0739846 -1.17787
0.0793848 -1.17713
0.0848727 -1.17605
0.0904416 -1.17461
0.0960844 -1.17279
0.101794 -1.17059
0.107562 -1.16798
0.11338 -1.16496
0.11924 -1.16152
0.125132 -1.15764
0.131048 -1.15331
0.136976 -1.14852
0.142909 -1.14325
0.148833 -1.13751
0.154741 -1.13127
0.160619 -1.12453
0.166457 -1.11729
0.172244 -1.10953
0.177969 -1.10124
0.183618 -1.09243
0.189182 -1.08308
0.194648 -1.07319
0.200003 -1.06275
0.205238 -1.05178
0.210339 -1.04025
0.215295 -1.02818
0.220095 -1.01556
0.224728 -1.0024
0.229182 -0.988692
0.233447 -0.974449
0.237513 -0.959672
0.241369 -0.944369
0.245007 -0.928547
0.248416 -0.912215
0.251589 -0.895383
0.254516 -0.878062
0.257192 -0.860264
0.259608 -0.842003
0.261759 -0.823294
0.263639 -0.804152
0.265242 -0.784594
0.266564 -0.764639
0.267602 -0.744304
0.268352 -0.723611
0.268812 -0.702579
0.268981 -0.68123
0.268857 -0.659588
0.268441 -0.637674
0.267733 -0.615512
0.266733 -0.593128
0.265443 -0.570546
0.263866 -0.54779
0.262004 -0.524888
0.259861 -0.501866
0.257441 -0.478748
0.254748 -0.455562
0.251787 -0.432334
0.248564 -0.409091
0.245082 -0.385859
0.24135 -0.362665
0.237372 -0.339533
0.233156 -0.316491
0.228707 -0.293563
0.224033 -0.270775
0.21914 -0.248151
0.214035 -0.225715
0.208725 -0.203491
0.203217 -0.181501
0.197518 -0.159768
0.191633 -0.138314
0.18557 -0.11716
0.179335 -0.0963248
0.172934 -0.0758294
0.166372 -0.055692
0.159655 -0.0359309
0.152787 -0.0165632
0.145775 0.00239439
0.138622 0.0209261
0.131332 0.0390168
0.123909 0.0566522
0.116356 0.0738186
0.108675 0.090503
0.100869 0.106693
0.0929402 0.122377
0.0848889 0.137544
0.0767163 0.152183
0.0684228 0.166284
0.0600082 0.179839
0.0514718 0.192837
0.0428124 0.20527
0.0340285 0.21713
0.0251178 0.228409
0.0160778 0.239099
0.00690536 0.249194
-0.00240308 0.258685
-0.0118516 0.267566
-0.0214446 0.27583
-0.0311871 0.28347
-0.0410844 0.29048
-0.0511425 0.296852
-0.0613674 0.30258
-0.0717658 0.307656
-0.0823448 0.312075
-0.0931116 0.315827
-0.104074 0.318906
-0.115241 0.321304
-0.126619 0.323012
-0.138219 0.324023
-0.150048 0.324326
-0.162117 0.323913
-0.174434 0.322774
-0.187011 0.320897
-0.199855 0.318273
-0.212979 0.314888
-0.226391 0.310732
-0.240103 0.30579
-0.254125 0.300049
-0.268467 0.293494
-0.283141 0.286109
-0.298155 0.277879
-0.313522 0.268786
-0.329251 0.25881
-0.345351 0.247935
-0.361834 0.236137
-0.378708 0.223398
-0.395983 0.209693
-0.413666 0.194998
-0.431767 0.17929
-0.450291 0.162541
-0.469247 0.144723
-0.488639 0.125809
-0.508473 0.105766
-0.52875 0.0845639
-0.549475 0.0621683
-0.570647 0.0385443
-0.592265 0.0136551
-0.614328 -0.0125378
-0.636828 -0.0400745
-0.659761 -0.0689972
-0.683115 -0.0993497
-0.706879 -0.131178
-0.731036 -0.16453
-0.755567 -0.199455
-0.78045 -0.236006
-0.805658 -0.274237
-0.831157 -0.314204
-0.856913 -0.355966
-0.882882 -0.399586
-0.909015 -0.445125
-0.935258 -0.492651
-0.961548 -0.542233
-0.987815 -0.593942
-1.01398 -0.647853
-1.03995 -0.704043
-1.06563 -0.762592
-1.09091 -0.823584
-1.11566 -0.887104
-1.13975 -0.953243
-1.16303 -1.02209
-1.18533 -1.09375
-1.20647 -1.16831
-1.22624 -1.24588
-1.24441 -1.32656
-1.26075 -1.41047
-1.27498 -1.49771
-1.28681 -1.5884
-1.29591 -1.68267
-1.30193 -1.78063
-1.30448 -1.88241
-1.30313 -1.98813
-1.29743 -2.09795
-1.28688 -2.21197
-1.27092 -2.33035
-1.24896 -2.45323
-1.22036 -2.58074
-1.1844 -2.71304
-1.14034 -2.85025
-1.08735 -2.99254
-1.02453 -3.14003
-0.950913 -3.29289
-0.865465 -3.45123
-0.767059 -3.6152
-0.654484 -3.78493
-0.526437 -3.96053
-0.381518 -4.14211
-0.218227 -4.32976
-0.0349602 -4.52356
0.169998 -4.72356
0.398475 -4.92978
0.652409 -5.14219
0.933855 -5.36075
1.24498 -5.58532
1.58806 -5.81573
1.96546 -6.05169
2.37966 -6.29283
2.83319 -6.53864
3.32863 -6.78845
3.86857 -7.04141
4.45557 -7.2964
5.0921 -7.55203
5.78047 -7.80653
6.52268 -8.05771
7.32038 -8.30281
8.17464 -8.53841
9.08578 -8.76027
10.0531 -8.9632
11.0748 -9.14079
12.1471 -9.28529
13.2647 -9.3873
14.4197 -9.43564
15.6015 -9.41714
16.7967 -9.31664
17.9887 -9.11718
19.1583 -8.80046
20.2843 -8.34787
21.3449 -7.74205
22.3203 -6.96913
23.1951 -6.02149
23.9626 -4.9007
24.6272 -3.61994
25.207 -2.20503
25.7336 -0.693308
26.2494 0.869926
26.8034 2.43684
27.4448 3.96308
28.2184 5.41292
29.1605 6.76217
30.2978 7.9989
31.6481 9.12193
33.2217 10.1383
35.0245 11.0606
37.0596 11.9039
39.3299 12.6844
41.8387 13.4174
44.5912 14.1171
47.5949 14.7957
50.8596 15.4638
54.3979 16.1301
58.2252 16.8019
62.3592 17.4851
66.8204 18.1844
71.6319 18.9038
76.8196 19.6465
82.4117 20.4154
88.4396 21.2127
94.9373 22.0405
101.942 22.9007
109.494 23.7951
117.637 24.7254
126.418 25.6932
135.889 26.7002
146.106 27.7481
157.128 28.8387
169.022 29.9736
181.857 31.1547
195.709 32.384
210.662 33.6633
226.805 34.9947
244.235 36.3803
263.056 37.8224
283.382 39.3233
305.335 40.8852
329.049 42.5107
354.667 44.2025
382.345 45.963
412.251 47.7953
444.567 49.7021
479.491 51.6864
517.238 53.7514
558.037 55.9004
602.139 58.1366
649.817 60.4637
701.362 62.8851
757.094 65.4046
817.357 68.0261
882.522 70.7535
952.995 73.5909
1029.21 76.5422
1111.65 79.6115
1200.81 82.8029
1297.26 86.12
1401.6 89.566
1514.48 93.1432
1636.61 96.852
1768.76 100.689
1911.78 104.646
2066.57 108.701
2234.17 112.805
2415.73 116.859
2612.61 120.638
2826.54 123.623
3060.13 124.533
3318.17 119.95
3611.99 99.994
3970.81 37.0246
4400.11 -70.8848
4616.69 70.0747
5178.94 -117.188
5369.39 116.312
6006.49 -81.5291
6387.28 25.6635
7328.98 -399.677
20418.3 -12832.9
1.37532e+10 -1.37531e+10
1.78884e+34 -1.78884e+34
5.11984e+130 -5.11984e+130
inf -inf
-nan(ind) -nan(ind)
-nan(ind) -nan(ind)
-nan(ind) -nan(ind)
-nan(ind) -nan(ind)
-nan(ind) -nan(ind)
-nan(ind) -nan(ind)
-nan(ind) -nan(ind)
-nan(ind) -nan(ind)
-nan(ind) -nan(ind)
-nan(ind) -nan(ind)
-nan(ind) -nan(ind)
-nan(ind) -nan(ind)
-nan(ind) -nan(ind)
-nan(ind) -nan(ind)
-nan(ind) -nan(ind)
-nan(ind) -nan(ind)
-nan(ind) -nan(ind)
-nan(ind) -nan(ind)
-nan(ind) -nan(ind)
-nan(ind) -nan(ind)
-nan(ind) -nan(ind)
-nan(ind) -nan(ind)
-nan(ind) -nan(ind)
-nan(ind) -nan(ind)
